,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,MGf h,MGs h,MGf a,MGs a,SGf h,SGs h,SGf a,SGs a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs,mediagol_fatti h,mediagol_subiti h,varianzagol_fatti h,varianzagol_subiti h,mediagol_fatti a,mediagol_subiti a,varianzagol_fatti a,varianzagol_subiti a
305,Torino-Milan,2.0,1.0,0.0,2.0,1.0,14.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,0 , 7,1.3333333333333333,1.7777777777777777,1.0419761445034554,1.569551548529727,2.0,1.1388888888888888,1.3093073414159542,1.0461569884316813
306,Lazio-Parma,2.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,4.0,0.0,3.0,5.0,0.0,3.0,2.0,3.0,1.0,3.0,0.0,2.0,4.0,3.0,4.0,1.0,5.0,1 , 0,1.6944444444444444,1.4166666666666667,1.1666666666666663,1.3809934312453684,1.0555555555555556,2.138888888888889,1.0126187956960038,1.2683572677799262
307,Inter-Roma,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,3.0,1.0,3.0,2.0,0.0,3 , 1,2.25,0.8611111111111112,1.4015297764534702,0.8333333333333335,1.7777777777777777,1.5555555555555556,1.532712089469627,1.2522994722724945
308,Sampdoria-Spezia,2.0,2.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,2 , 2,1.3333333333333333,1.5,0.9561828874675148,1.0555973258234952,1.2777777777777777,1.9166666666666667,0.9137399164536016,1.2733532783279633
309,Crotone-Verona,0.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2 , 1,1.2222222222222223,2.5277777777777777,1.2897643441699198,1.4240006242195886,1.1944444444444444,1.25,0.9507724512038904,0.8742343589025281
310,Genoa-Atalanta,1.0,2.0,0.0,0.0,2.0,14.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,1.0,5.0,1.0,5.0,2.0,1.0,0.0,1.0,2.0,0.0,3 , 4,1.2432432432432432,1.5675675675675675,1.0111985574171487,1.344547436057132,2.4324324324324325,1.1891891891891893,1.6251588048991217,1.1014595831047154
311,Spezia-Torino,1.0,0.0,1.0,0.0,1.0,17.0,1.0,0.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,7.0,4 , 1,1.351351351351351,1.891891891891892,1.0059880774701118,1.2645549015756887,1.3243243243243243,1.837837837837838,1.028862750107398,1.5901347516888396
312,Juventus-Inter,2.0,1.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,3 , 2,1.972972972972973,1.0,1.235729350232901,0.7453559924999299,2.2432432432432434,0.918918918918919,1.382538032537048,0.8937554468638491
313,Roma-Lazio,1.0,0.0,0.0,2.0,0.0,7.0,0.0,2.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,1.0,3.0,2.0,0.0,3.0,2.0,3.0,4.0,0.0,1.0,5.0,0.0,3.0,2.0,0.0,2 , 0,1.7837837837837838,1.5135135135135136,1.5117160068231352,1.2609877438302446,1.648648648648649,1.4324324324324325,1.1835965955091712,1.365050681609794
314,Fiorentina-Napoli,2.0,1.0,1.0,2.0,1.0,13.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,5.0,2.0,0.0,1.0,1.0,1.0,0 , 2,1.1891891891891893,1.5135135135135136,1.1263963639717456,1.3254270092150515,2.2972972972972974,1.0810810810810811,1.6306928463567745,1.1150081807965553
315,Benevento-Crotone,1.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,4.0,2.0,3.0,2.0,0.0,4.0,0.0,0.0,2.0,1.0,3.0,2.0,5.0,1.0,1 , 1,1.054054054054054,2.0,0.8802129144558007,1.563471919941143,1.2162162162162162,2.4864864864864864,1.2722494325479647,1.4263711068773566
316,Udinese-Sampdoria,0.0,2.0,0.0,1.0,0.0,12.0,2.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,5.0,2.0,0 , 1,1.108108108108108,1.4324324324324325,1.0483792725436245,1.167631518657904,1.3243243243243243,1.4594594594594594,0.944400281603035,1.069646738014072
317,Parma-Sassuolo,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1 , 3,1.054054054054054,2.1621621621621623,0.998497369549363,1.2586040219561052,1.6756756756756757,1.5135135135135136,1.1317158569096666,1.1695588347184027
318,Milan-Cagliari,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,7.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0 , 0,1.945945945945946,1.108108108108108,1.3322067312451078,1.0483792725436245,1.162162162162162,1.5675675675675675,1.1669883726335328,1.1911838308669735
319,Verona-Bologna,0.0,0.0,1.0,1.0,0.0,10.0,1.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,2 , 2,1.2162162162162162,1.2702702702702702,0.9467821272058298,0.8707802583076042,1.2702702702702702,1.5675675675675675,1.216749966295656,1.236943826545907
320,Crotone-Fiorentina,2.0,0.0,0.0,2.0,1.0,19.0,1.0,1.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0 , 0,1.1842105263157894,2.421052631578948,1.2703534974702322,1.4636418655766046,1.1578947368421053,1.4736842105263157,1.1276935511817718,1.3302477335883445
321,Cagliari-Genoa,2.0,1.0,2.0,1.0,1.0,16.0,2.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,4.0,0 , 1,1.131578947368421,1.5526315789473684,1.1664465009355585,1.178578356189575,1.236842105263158,1.5263157894736843,0.9982203224906242,1.3504121914330385
322,Sampdoria-Parma,0.0,2.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,4.0,1.0,5.0,1.0,3.0,3 , 0,1.368421052631579,1.4210526315789471,0.9704012163151324,1.0813299855712828,1.0263157894736843,2.1842105263157894,0.9996443179684747,1.2488970952327487
323,Inter-Udinese,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,5 , 1,2.3157894736842106,0.9210526315789472,1.435180808985682,0.881693056456553,1.105263157894737,1.5263157894736843,1.0342636415477422,1.2889728176376798
324,Torino-Benevento,0.0,2.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,7.0,4.0,2.0,0.0,1.0,0.0,1.0,4.0,2.0,3.0,2.0,1.0,1 , 1,1.3157894736842106,1.8157894736842104,1.0162268090607385,1.5743769794428897,1.0526315789473684,1.973684210526316,0.868280949084676,1.5507076345501312
325,Bologna-Juventus,0.0,1.0,1.0,0.0,1.0,11.0,1.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1 , 4,1.263157894736842,1.631578947368421,1.2009953197990535,1.282334286888014,2.026315789473684,1.0,1.2624909334491283,0.7352146220938077
326,Sassuolo-Lazio,2.0,1.0,2.0,0.0,2.0,8.0,2.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,2 , 0,1.6842105263157894,1.4736842105263157,1.1175567742490695,1.179483214945659,1.605263157894737,1.4473684210526316,1.1977337538420048,1.349621937473955
327,Atalanta-Milan,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,2.0,4.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0 , 2,2.3684210526315788,1.2105263157894737,1.6508974239514926,1.094405793035336,1.947368421052632,1.0789473684210529,1.314109881066404,1.0496222987951536
328,Spezia-Roma,0.0,1.0,0.0,1.0,2.0,15.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,5.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,2 , 2,1.368421052631579,1.894736842105263,0.9978640061050116,1.2474725514872391,1.7894736842105263,1.5263157894736843,1.4915599441042688,1.246331744159921
329,Napoli-Verona,2.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1 , 1,2.263157894736842,1.0789473684210529,1.622214211307625,1.0999159414410409,1.2105263157894737,1.263157894736842,0.9345585671882628,0.8600506121598478
